localizacion	titulo	descripcion	calif	precio	impuesto	noches	provincia	checkin	checkout
Calilegua	Benitez Hostería		8,2	Precio $ 112.427	+ $ 23.610 de impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-11-1	2023-11-15
Libertador General San Martín	Hospedaje Turisticos.		7,2	Precio $ 73.877	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-11-1	2023-11-15
Libertador General San Martín	Depto centro	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 24m²	10	Precio $ 14.480.559	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-11-1	2023-11-15
Libertador General San Martín	Altos de Ledesma	Apartamento entero, 1 dormitorio, 1 baño	8,3	Precio $ 64.983	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-11-1	2023-11-15
Maimará	Finca La Candelaria	Casa o chalet entero, 3 dormitorios, 3 baños, 200m²	NA	Precio $ 649.576	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-11-1	2023-11-15
Tilcara	El Convento de Tilcara		8,4	Precio $ 248.238	+ $ 52.130 de impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-11-1	2023-11-15
Tilcara	flor del tilcara		10	Precio $ 80.273	+ $ 16.857 de impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-11-1	2023-11-15
Tilcara	Cabaña Paloma	Apartamento entero, 1 dormitorio, 1 baño	8,0	Precio $ 76.450	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-11-1	2023-11-15
Tilcara	Casa Pachamama	Casa o chalet entero, 1 dormitorio, 1 sala de estar, 1 baño, 60m²	NA	Precio $ 233.598	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-11-1	2023-11-15
Huacalera	CabañaPerchel Tilcara Quebrada de Humahuaca	Casa o chalet entero, 1 dormitorio, 1 sala de estar, 1 baño, 45m²	NA	Precio $ 101.609	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-11-1	2023-11-15
Huacalera	Hosteria la granja		7,8	Precio $ 112.427	+ $ 25.394 de impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-11-1	2023-11-15
Purmamarca	Estancia El Mulato		NA	Precio $ 333.932	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-11-1	2023-11-15
