localizacion	titulo	descripcion	calif	precio	impuesto	noches	provincia	checkin	checkout
Asunción	CostaMansa House, a orillas del Rio Paraguay	Casa o chalet entero, 2 dormitorios, 2 baños, 1 cocina, 170m²	9,2	Precio original $ 227.799. Precio actual $ 161.358.	+ $ 16.136 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Asunción	Resort Yacht Y Golf Club Paraguayo		8,3	Precio $ 242.406	+ $ 24.241 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Asunción	Gaúcho House		10	Precio $ 36.980	+ $ 3.698 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Asunción	Gaucho House HABITACION EN DUPLEX		9,9	Precio $ 41.911	+ $ 8.382 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Asunción	Casa el lambare	Casa o chalet entero, 2 dormitorios, 1 sala de estar, 3 baños, 250m²	NA	Precio $ 113.160	+ $ 11.316 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Asunción	Departamentos - Alquileres Asunción	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina, 35m²	9,0	Precio $ 70.879	+ $ 7.088 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Asunción	SOCRA Félix Bogado	Casa o chalet entero, 3 dormitorios, 1 sala de estar, 3 baños, 1 cocina, 120m²	7,4	Precio $ 123.071	+ $ 12.307 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Villa Elisa	Agradable casa con piscina-Comfortable pool house	Casa o chalet entero, 2 dormitorios, 2 baños, 1 cocina, 20m²	NA	Precio $ 421.576	+ $ 84.315 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Asunción	Departamento entero	Apartamento entero, 1 dormitorio, 1 baño, 1 cocina, 32m²	9,0	Precio $ 73.961	+ $ 7.396 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Asunción	Pequeño departamento	Apartamento entero, 1 dormitorio, 1 baño, 15m²	NA	Precio $ 61.634	+ $ 6.163 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Asunción	Amplio Departamento 3 habitaciones, excelente ubicación	Apartamento entero, 3 dormitorios, 1 baño, 1 cocina, 170m²	9,2	Precio $ 193.284	+ $ 19.328 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
San Antonio	POSADA DON CANDIDO	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 35m²	NA	Precio $ 94.300	+ $ 20.269 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Asunción	Pieza con aire y baño en asunción centro	Apartamento entero, 1 dormitorio, 1 baño, 90m²	NA	Precio $ 136.211	+ $ 13.621 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Asunción	SOCRA Centro	Apartamento entero, 2 dormitorios, 1 sala de estar, 1 baño, 1 cocina, 70m²	8,0	Precio $ 125.733	+ $ 12.573 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Asunción	Costera	Apartamento entero, 2 dormitorios, 1 baño, 1 cocina, 60m²	9,7	Precio $ 137.000	+ $ 13.700 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Asunción	Fortaleza II	Apartamento entero, 1 dormitorio, 1 baño, 80m²	NA	Precio $ 83.822	+ $ 4.191 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Asunción	Fortaleza II	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño	7,0	Precio $ 83.822	+ $ 8.382 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Asunción	Posada de la Luna	2 camas en habitación compartida	9,2	Precio $ 49.307	Incluye impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Asunción	Nomada Hostel		8,8	Precio $ 74.665	+ $ 7.467 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Asunción	Nobile Suites Excelsior Asuncion		8,0	Precio original $ 171.342. Precio actual $ 137.074.	+ $ 13.707 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Asunción	TOTO´S HOUSE	Apartamento entero, 1 dormitorio, 1 baño	NA	Precio $ 61.634	+ $ 7.396 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Asunción	N4A2 - New, Nice, for Long and Short Stay	Apartamento entero, 1 dormitorio, 1 baño, 1 cocina, 64m²	10	Precio $ 104.628	+ $ 17.507 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Asunción	N1A1 - New, Nice, for Long and Short Stay	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina, 64m²	7,8	Precio $ 102.858	+ $ 17.330 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
Asunción	N1A2 - New, Nice, for Long and Short Stay	Apartamento entero, 1 dormitorio, 1 baño, 1 cocina, 64m²	10	Precio $ 104.628	+ $ 17.507 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-2-1	2023-2-15
