localizacion	titulo	descripcion	calif	precio	impuesto	noches	provincia	checkin	checkout
Calilegua	Benitez Hostería		8,2	Precio $ 120.457	+ $ 25.296 de impuestos y cargos	15 noches, 2 adultos	Jujuy	2023-6-15	2023-6-30
Libertador General San Martín	Hosteria-Spa Posada del Sol		8,9	Precio $ 267.683	+ $ 56.213 de impuestos y cargos	15 noches, 2 adultos	Jujuy	2023-6-15	2023-6-30
Libertador General San Martín	Hospedaje El Turista.	Apartamento entero, 1 dormitorio, 1 baño, 38m²	8,5	Precio $ 192.731	Incluye impuestos y cargos	15 noches, 2 adultos	Jujuy	2023-6-15	2023-6-30
Libertador General San Martín	Hospedaje Turisticos.		7,2	Precio $ 79.636	Incluye impuestos y cargos	15 noches, 2 adultos	Jujuy	2023-6-15	2023-6-30
Libertador General San Martín	Depto centro	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 24m²	10	Precio $ 221.641	Incluye impuestos y cargos	15 noches, 2 adultos	Jujuy	2023-6-15	2023-6-30
Maimará	Finca La Candelaria	Casa o chalet entero, 3 dormitorios, 3 baños, 200m²	NA	Precio $ 695.975	Incluye impuestos y cargos	15 noches, 2 adultos	Jujuy	2023-6-15	2023-6-30
Tilcara	El Convento de Tilcara		8,4	Precio $ 265.969	+ $ 55.854 de impuestos y cargos	15 noches, 2 adultos	Jujuy	2023-6-15	2023-6-30
Tilcara	flor del tilcara		10	Precio $ 86.006	+ $ 18.061 de impuestos y cargos	15 noches, 2 adultos	Jujuy	2023-6-15	2023-6-30
Tilcara	Casa Pachamama	Casa o chalet entero, 1 dormitorio, 1 sala de estar, 1 baño, 60m²	NA	Precio $ 71.685	Incluye impuestos y cargos	15 noches, 2 adultos	Jujuy	2023-6-15	2023-6-30
Huacalera	CabañaPerchel Tilcara Quebrada de Humahuaca	Casa o chalet entero, 1 dormitorio, 1 sala de estar, 1 baño, 45m²	NA	Precio $ 108.867	Incluye impuestos y cargos	15 noches, 2 adultos	Jujuy	2023-6-15	2023-6-30
Huacalera	Hosteria la granja		7,8	Precio $ 120.457	+ $ 27.081 de impuestos y cargos	15 noches, 2 adultos	Jujuy	2023-6-15	2023-6-30
Huacalera	Hotel Huacalera		8,5	Precio $ 488.253	+ $ 102.533 de impuestos y cargos	15 noches, 2 adultos	Jujuy	2023-6-15	2023-6-30
Tilcara	Rincón De Fuego		NA	Precio $ 179.214	+ $ 37.635 de impuestos y cargos	15 noches, 2 adultos	Jujuy	2023-6-15	2023-6-30
Tilcara	Departamento UNO TILCARA	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño	8,4	Precio $ 135.367	Incluye impuestos y cargos	15 noches, 2 adultos	Jujuy	2023-6-15	2023-6-30
Tilcara	Las Marías Hotel Boutique		9,5	Precio $ 564.810	+ $ 118.610 de impuestos y cargos	15 noches, 2 adultos	Jujuy	2023-6-15	2023-6-30
Tilcara	Villa del Cielo		8,9	Precio $ 477.840	+ $ 100.346 de impuestos y cargos	15 noches, 2 adultos	Jujuy	2023-6-15	2023-6-30
Tilcara	Casa Pachamama	Casa o chalet entero, 1 dormitorio, 1 sala de estar, 1 baño, 60m²	NA	Precio $ 71.685	Incluye impuestos y cargos	15 noches, 2 adultos	Jujuy	2023-6-15	2023-6-30
Tilcara	Hotel El Reposo Del Diablo		8,7	Precio $ 385.195	+ $ 80.891 de impuestos y cargos	15 noches, 2 adultos	Jujuy	2023-6-15	2023-6-30
