localizacion	titulo	descripcion	calif	precio	impuesto	noches	provincia	checkin	checkout
Tilcara	Tilcara Mistica Hostel		7,9	Precio $ 90.341	+ $ 18.972 de impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Tilcara	Cabaña Paloma	Apartamento entero, 1 dormitorio, 1 baño	8,0	Precio $ 76.450	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Tilcara	flor del tilcara		10	Precio $ 80.273	+ $ 16.857 de impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Tilcara	El Shaddai		8,2	Precio $ 149.902	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Tilcara	Casa Pachamama	Casa o chalet entero, 1 dormitorio, 1 sala de estar, 1 baño, 60m²	NA	Precio $ 229.350	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Tilcara	Glamping El Obrador Tilcara		8,7	Precio $ 164.892	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Tilcara	Tierra Andina Hostal y Cabañas		7,8	Precio $ 179.883	+ $ 37.401 de impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Tilcara	El Balcon de Tilcara	Casa o chalet entero, 2 dormitorios, 1 sala de estar, 2 baños	NA	Precio $ 221.930	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Tilcara	Hospedaje Fortaleza Indigena		6,7	Precio $ 106.181	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Tilcara	Tilcara Rustica Hostel		7,7	Precio $ 112.427	+ $ 23.610 de impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Tilcara	Cabañas Santa Catalina	Apartamento privado, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina, 40m²	7,9	Precio $ 188.377	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Tilcara	El Convento de Tilcara		8,4	Precio $ 248.238	+ $ 52.130 de impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Tilcara	El Ensueño	Casa o chalet entero, 3 dormitorios, 1 baño, 1 cocina, 150m²	10	Precio $ 499.674	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Tilcara	Hosteria Tia Maria		NA	Precio $ 283.315	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Tilcara	casa 2 pisos	Casa o chalet entero, 1 dormitorio, 1 sala de estar, 1 baño	NA	Precio $ 227.127	+ $ 47.697 de impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Tilcara	Tierra Primitiva	Apartamento entero, 2 dormitorios, 1 baño, 1 cocina	9,5	Precio $ 595.612	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Tilcara	La Quebrada Enigmática. Arte, mística e historia	Apartamento entero, 1 dormitorio, 1 sala de estar, 1 baño, 50m²	9,3	Precio original $ 474.691. Precio actual $ 403.487.	+ $ 84.732 de impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Tilcara	Tierra Andina Hostel		8,1	Precio $ 199.870	+ $ 41.973 de impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Tilcara	Tierra Andina House		7,2	Precio $ 180.507	+ $ 37.907 de impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Maimará	El Balcón de Sumaj		8,9	Precio $ 129.915	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Maimará	Lassaletta arte	Casa o chalet entero, 2 dormitorios, 1 sala de estar, 1 baño, 1 cocina, 65m²	8,7	Precio $ 24.464.050	+ $ 5.137.451 de impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Maimará	JN ALQUILERES	Casa o chalet entero, 2 dormitorios, 1 baño	NA	Precio $ 222.980	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Maimará	Munay ki		NA	Precio $ 36.101	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Maimará	Ayrampo en Flor		NA	Precio $ 76.450	+ $ 16.055 de impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Maimará	Dormir con llamas	Chalet de montaña entero, 1 dormitorio, 1 baño, 20m²	10	Precio $ 116.799	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Maimará	Munai ki		NA	Precio $ 54.165	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Huacalera	CabañaPerchel Tilcara Quebrada de Humahuaca	Casa o chalet entero, 1 dormitorio, 1 sala de estar, 1 baño, 45m²	NA	Precio $ 101.609	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Huacalera	Hosteria la granja		7,8	Precio $ 112.427	+ $ 25.394 de impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Purmamarca	Hotel El Manantial del Silencio		8,5	Precio $ 763.977	+ $ 160.435 de impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Purmamarca	Estancia El Mulato		NA	Precio $ 333.932	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Purmamarca	Lo del Chango	Apartamento entero, 3 dormitorios, 2 baños, 1 cocina	9,2	Precio $ 505.920	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Purmamarca	Casita de Purmamarca	Villa entera, 1 dormitorio, 1 sala de estar, 1 baño, 1 cocina, 150m²	9,3	Precio $ 511.367	+ $ 107.387 de impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
Tilcara	El Balcon de Tilcara	Casa o chalet entero, 2 dormitorios, 1 sala de estar, 2 baños	NA	Precio $ 221.930	Incluye impuestos y cargos	14 noches, 2 adultos	Jujuy	2023-9-1	2023-9-15
