localizacion	titulo	descripcion	calif	precio	impuesto	noches	provincia	checkin	checkout
Albardón	Cabañas Solares del Villicum II	Apartamento entero, 2 dormitorios, 3 baños, 1 cocina, 80m²	9,7	Precio $ 377.200	Incluye impuestos y cargos	14 noches, 2 adultos	Formosa	2023-7-1	2023-7-15
Albardón	Cabaña Ohana-House	Apartamento entero, 1 dormitorio, 1 baño, 1 cocina, 85m²	10	Precio $ 121.296	Incluye impuestos y cargos	14 noches, 2 adultos	Formosa	2023-7-1	2023-7-15
Albardón	Cabañas El Moscatel	Casa o chalet entero, 2 dormitorios, 1 baño, 54m²	NA	Precio $ 213.007	Incluye impuestos y cargos	14 noches, 2 adultos	Formosa	2023-7-1	2023-7-15
Albardón	Cabañas Solares del Villicum	Casa o chalet entero, 2 dormitorios, 2 salas de estar, 1 baño, 1 cocina, 11m²	9,9	Precio $ 273.532	+ $ 57.442 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-7-1	2023-7-15
Albardón	Casa de Alquiler San Pío	Casa o chalet entero, 3 dormitorios, 1 baño, 1 cocina	NA	Precio $ 248.114	Incluye impuestos y cargos	14 noches, 2 adultos	Formosa	2023-7-1	2023-7-15
Albardón	Casa del Puente Albardon	Casa o chalet entero, 1 dormitorio, 4 baños	NA	Precio $ 565.800	Incluye impuestos y cargos	14 noches, 2 adultos	Formosa	2023-7-1	2023-7-15
Albardón	ALTOS DE LA CAÑADA	Casa o chalet entero, 1 dormitorio, 1 sala de estar, 1 baño, 50m²	8,3	Precio $ 135.595	Incluye impuestos y cargos	14 noches, 2 adultos	Formosa	2023-7-1	2023-7-15
Albardón	Granja Tía Nora	Casa o chalet entero, 2 dormitorios, 1 baño, 30m²	8,7	Precio $ 105.616	Incluye impuestos y cargos	14 noches, 2 adultos	Formosa	2023-7-1	2023-7-15
Albardón	Cabañas de la bodega Romano-Pin	Casa o chalet entero, 2 dormitorios, 1 sala de estar, 1 baño, 1 cocina, 20m²	8,4	Precio $ 97.850	+ $ 30.334 de impuestos y cargos	14 noches, 2 adultos	Formosa	2023-7-1	2023-7-15
Albardón	Ava albardon	Casa o chalet entero, 1 dormitorio, 1 baño, 50m²	NA	Precio $ 345.150	Incluye impuestos y cargos	14 noches, 2 adultos	Formosa	2023-7-1	2023-7-15
